Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
101,ocean eyes,Billie Eilish,6943856,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2020-02-14,2020-02-21,GLB,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,audio_features,2uIX8YMNjGMD7441kqyyNU,spotify:track:2uIX8YMNjGMD7441kqyyNU,https://api.spotify.com/v1/tracks/2uIX8YMNjGMD7441kqyyNU,https://api.spotify.com/v1/audio-analysis/2uIX8YMNjGMD7441kqyyNU,200560,4,Pop,2016-11-18,single
102,Believer,Imagine Dragons,6880238,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-02-14,2020-02-21,GLB,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347,4,Rock,2017-06-23,album
103,Changes,Justin Bieber,6865229,https://open.spotify.com/track/521Os1SMlxmsoevsqyjNmJ,2020-02-14,2020-02-21,GLB,0.485,0.412,9,-7.766,0,0.042,0.738,0.0,0.12,0.612,64.062,audio_features,521Os1SMlxmsoevsqyjNmJ,spotify:track:521Os1SMlxmsoevsqyjNmJ,https://api.spotify.com/v1/tracks/521Os1SMlxmsoevsqyjNmJ,https://api.spotify.com/v1/audio-analysis/521Os1SMlxmsoevsqyjNmJ,135493,3,Pop,2020-02-14,album
104,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6808611,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2020-02-14,2020-02-21,GLB,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4,Pop,2019-07-12,album
105,Girl,Myke Towers,6751004,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,2020-02-14,2020-02-21,GLB,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.694,93.021,audio_features,43NqTeL8pgBxKHPMiJKUP5,spotify:track:43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/tracks/43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/audio-analysis/43NqTeL8pgBxKHPMiJKUP5,186427,4,Hip hop,2020-01-24,album
106,Bruises,Lewis Capaldi,6659714,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2020-02-14,2020-02-21,GLB,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,audio_features,4Of7rzpRpV1mWRbhp5rAqG,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/tracks/4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/audio-analysis/4Of7rzpRpV1mWRbhp5rAqG,220492,4,Pop,2019-05-17,album
107,Sucker,Jonas Brothers,6626548,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2020-02-14,2020-02-21,GLB,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027,4,Pop,2019-06-07,album
108,Ransom,Lil Tecca,6620170,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2020-02-14,2020-02-21,GLB,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,131240,4,Hip hop,2019-08-30,album
109,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,6600505,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,2020-02-14,2020-02-21,GLB,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,audio_features,0JjM9bKm4wrwohMslcm892,spotify:track:0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/tracks/0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/audio-analysis/0JjM9bKm4wrwohMslcm892,213308,4,Hip hop,2020-02-07,single
110,Bohemian Rhapsody - Remastered 2011,Queen,6593475,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2020-02-14,2020-02-21,GLB,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4,Rock,1975-11-21,album
111,Bellaquita - Remix,Dalex,6586415,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,2020-02-14,2020-02-21,GLB,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,audio_features,1Xnn1TPyr5h0hpRAT4B4EA,spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/tracks/1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/audio-analysis/1Xnn1TPyr5h0hpRAT4B4EA,304733,4,Latin,2019-11-22,single
112,Adicto (with Anuel AA & Ozuna),Tainy,6577046,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2020-02-14,2020-02-21,GLB,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,audio_features,3jbT1Y5MoPwEIpZndDDwVq,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/tracks/3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/audio-analysis/3jbT1Y5MoPwEIpZndDDwVq,270741,4,Latin,2019-08-22,single
113,rockstar (feat. 21 Savage),Post Malone,6569884,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2020-02-14,2020-02-21,GLB,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,Hip hop,2018-04-27,album
114,Definitivamente,Daddy Yankee,6547178,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv,2020-02-14,2020-02-21,GLB,0.813,0.764,8,-3.39,0,0.105,0.586,0.0,0.253,0.429,100.047,audio_features,113PlnpZbHd3WIqeYjhZWv,spotify:track:113PlnpZbHd3WIqeYjhZWv,https://api.spotify.com/v1/tracks/113PlnpZbHd3WIqeYjhZWv,https://api.spotify.com/v1/audio-analysis/113PlnpZbHd3WIqeYjhZWv,217773,4,Latin,2020-01-31,single
115,Without Me,Halsey,6531093,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,2020-02-14,2020-02-21,GLB,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,6FZDfxM3a3UCqtzo5pxSLZ,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,https://api.spotify.com/v1/tracks/6FZDfxM3a3UCqtzo5pxSLZ,https://api.spotify.com/v1/audio-analysis/6FZDfxM3a3UCqtzo5pxSLZ,201661,4,Pop,2020-01-17,album
116,Confirmation,Justin Bieber,6520106,https://open.spotify.com/track/60brXKLTC15vK0av5gIldm,2020-02-14,2020-02-21,GLB,0.438,0.315,8,-8.186,1,0.0375,0.608,0.0,0.151,0.449,190.064,audio_features,60brXKLTC15vK0av5gIldm,spotify:track:60brXKLTC15vK0av5gIldm,https://api.spotify.com/v1/tracks/60brXKLTC15vK0av5gIldm,https://api.spotify.com/v1/audio-analysis/60brXKLTC15vK0av5gIldm,170587,3,Pop,2020-02-14,album
117,Good as Hell (feat. Ariana Grande),Lizzo,6492006,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq,2020-02-14,2020-02-21,GLB,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,audio_features,2rjjNUYONZqC7wSd1i6OFq,spotify:track:2rjjNUYONZqC7wSd1i6OFq,https://api.spotify.com/v1/tracks/2rjjNUYONZqC7wSd1i6OFq,https://api.spotify.com/v1/audio-analysis/2rjjNUYONZqC7wSd1i6OFq,159011,4,Pop,2019-04-17,album
118,Blanco,J Balvin,6484425,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2020-02-14,2020-02-21,GLB,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,audio_features,2rc7BkzO8qepMFAxHtOrXc,spotify:track:2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/tracks/2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/audio-analysis/2rc7BkzO8qepMFAxHtOrXc,145800,4,Latin,2019-11-15,single
119,July,Noah Cyrus,6429629,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2020-02-14,2020-02-21,GLB,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,audio_features,5a6pdCHlWS2ekOOQ70QnAr,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,https://api.spotify.com/v1/tracks/5a6pdCHlWS2ekOOQ70QnAr,https://api.spotify.com/v1/audio-analysis/5a6pdCHlWS2ekOOQ70QnAr,156107,4,Pop,2019-07-31,single
120,Diosa,Myke Towers,6363271,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,2020-02-14,2020-02-21,GLB,0.801,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,0.245,104.965,audio_features,3JHpk0DOTOzyh0777JFAky,spotify:track:3JHpk0DOTOzyh0777JFAky,https://api.spotify.com/v1/tracks/3JHpk0DOTOzyh0777JFAky,https://api.spotify.com/v1/audio-analysis/3JHpk0DOTOzyh0777JFAky,214013,4,Hip hop,2020-01-24,album
121,Shape of You,Ed Sheeran,6346126,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2020-02-14,2020-02-21,GLB,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,Pop,2017-03-03,album
122,Mios mit Bars,Luciano,6341141,https://open.spotify.com/track/7Ek9e3eIuktIFjpDRQfmHE,2020-02-14,2020-02-21,GLB,0.677,0.633,9,-7.353,0,0.0467,0.111,0.179,0.217,0.404,145.012,audio_features,7Ek9e3eIuktIFjpDRQfmHE,spotify:track:7Ek9e3eIuktIFjpDRQfmHE,https://api.spotify.com/v1/tracks/7Ek9e3eIuktIFjpDRQfmHE,https://api.spotify.com/v1/audio-analysis/7Ek9e3eIuktIFjpDRQfmHE,232147,4,Hip hop,2020-02-13,single
123,Aventura,Lunay,6337659,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,2020-02-14,2020-02-21,GLB,0.729,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,0.876,92.025,audio_features,37zdqI4r1gswIzczSBkRon,spotify:track:37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/tracks/37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/audio-analysis/37zdqI4r1gswIzczSBkRon,217130,4,Latin,2019-10-25,album
124,Get You The Moon (feat. Snøw),Kina,6335792,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2020-02-14,2020-02-21,GLB,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,audio_features,4ZLzoOkj0MPWrTLvooIuaa,spotify:track:4ZLzoOkj0MPWrTLvooIuaa,https://api.spotify.com/v1/tracks/4ZLzoOkj0MPWrTLvooIuaa,https://api.spotify.com/v1/audio-analysis/4ZLzoOkj0MPWrTLvooIuaa,179080,4,Hip hop,2018-10-08,single
125,Say You Won't Let Go,James Arthur,6301928,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2020-02-14,2020-02-21,GLB,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4,Pop,2016-10-28,album
126,bury a friend,Billie Eilish,6292326,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2020-02-14,2020-02-21,GLB,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,Pop,2019-03-29,album
127,Wow.,Post Malone,6290773,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2020-02-14,2020-02-21,GLB,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547,4,Hip hop,2019-09-06,album
128,Que Tire Pa Lante,Daddy Yankee,6190158,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,2020-02-14,2020-02-21,GLB,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,audio_features,6RyaV7owmVU6fzEPE17sF1,spotify:track:6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/tracks/6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/audio-analysis/6RyaV7owmVU6fzEPE17sF1,210520,4,Latin,2019-10-18,single
129,Dancing With A Stranger (with Normani),Sam Smith,6147000,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2020-02-14,2020-02-21,GLB,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4,Pop,2019-01-11,single
130,me & ur ghost,blackbear,6127817,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440,2020-02-14,2020-02-21,GLB,0.755,0.631,7,-6.128,1,0.0261,0.0638,0.0,0.0929,0.881,100.026,audio_features,4yJiXq86uM56uIfIZgE440,spotify:track:4yJiXq86uM56uIfIZgE440,https://api.spotify.com/v1/tracks/4yJiXq86uM56uIfIZgE440,https://api.spotify.com/v1/audio-analysis/4yJiXq86uM56uIfIZgE440,200400,4,Pop,2020-01-16,single
131,Perfect,Ed Sheeran,6112719,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2020-02-14,2020-02-21,GLB,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,Pop,2017-03-03,album
132,Robbery,Juice WRLD,6107319,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2020-02-14,2020-02-21,GLB,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,audio_features,6Hj9jySrnFppAI0sEMCZpJ,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051,5,Hip hop,2019-03-08,album
133,Indeciso,Reik,6052479,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,2020-02-14,2020-02-21,GLB,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.896,94.949,audio_features,59s0s39NFWScuHDbHytI14,spotify:track:59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/tracks/59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/audio-analysis/59s0s39NFWScuHDbHytI14,217253,4,Latin,2019-08-23,single
134,VIBEZ,DaBaby,6034915,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2020-02-14,2020-02-21,GLB,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,0fySG6A6qLE8IvDpayb5bM,spotify:track:0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/tracks/0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,144935,4,Hip hop,2019-09-27,album
135,E.T.A.,Justin Bieber,6008945,https://open.spotify.com/track/6PzOPrXx8tJEqace76yrv2,2020-02-14,2020-02-21,GLB,0.465,0.494,4,-7.595,0,0.066,0.49,0.0,0.127,0.457,127.298,audio_features,6PzOPrXx8tJEqace76yrv2,spotify:track:6PzOPrXx8tJEqace76yrv2,https://api.spotify.com/v1/tracks/6PzOPrXx8tJEqace76yrv2,https://api.spotify.com/v1/audio-analysis/6PzOPrXx8tJEqace76yrv2,176733,4,Pop,2020-02-14,album
136,Black Swan,BTS,5998242,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,2020-02-14,2020-02-21,GLB,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023,audio_features,24NuEDgyRIljwSyY0lsr7b,spotify:track:24NuEDgyRIljwSyY0lsr7b,https://api.spotify.com/v1/tracks/24NuEDgyRIljwSyY0lsr7b,https://api.spotify.com/v1/audio-analysis/24NuEDgyRIljwSyY0lsr7b,198261,4,Pop,2020-01-17,single
137,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5995509,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1,2020-02-14,2020-02-21,GLB,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,audio_features,1v7L65Lzy0j0vdpRjJewt1,spotify:track:1v7L65Lzy0j0vdpRjJewt1,https://api.spotify.com/v1/tracks/1v7L65Lzy0j0vdpRjJewt1,https://api.spotify.com/v1/audio-analysis/1v7L65Lzy0j0vdpRjJewt1,322227,4,Hip hop,2004-01-01,single
138,Money In The Grave (Drake ft. Rick Ross),Drake,5992851,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2020-02-14,2020-02-21,GLB,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,spotify:track:5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427,4,Hip hop,2019-06-15,single
139,Borderline,Tame Impala,5921044,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr,2020-02-14,2020-02-21,GLB,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,audio_features,5hM5arv9KDbCHS0k9uqwjr,spotify:track:5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/tracks/5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/audio-analysis/5hM5arv9KDbCHS0k9uqwjr,237800,4,Pop,2020-02-14,album
140,Piece Of Your Heart,MEDUZA,5880312,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2020-02-14,2020-02-21,GLB,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,1DFD5Fotzgn6yYXkYsKiGs,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/tracks/1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,152913,4,Pop,2019-02-01,single
141,Take It Out On Me,Justin Bieber,5858768,https://open.spotify.com/track/39nTNk5MfyiiRupTwn1iyC,2020-02-14,2020-02-21,GLB,0.772,0.616,7,-4.673,1,0.102,0.00337,2.36e-06,0.104,0.279,129.967,audio_features,39nTNk5MfyiiRupTwn1iyC,spotify:track:39nTNk5MfyiiRupTwn1iyC,https://api.spotify.com/v1/tracks/39nTNk5MfyiiRupTwn1iyC,https://api.spotify.com/v1/audio-analysis/39nTNk5MfyiiRupTwn1iyC,178013,4,Pop,2020-02-14,album
142,No Shame,5 Seconds of Summer,5835260,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox,2020-02-14,2020-02-21,GLB,0.576,0.815,7,-3.125,1,0.0361,0.0186,2.07e-06,0.158,0.445,90.972,audio_features,5JSVa5i6lFPoyOzK4gj0Ox,spotify:track:5JSVa5i6lFPoyOzK4gj0Ox,https://api.spotify.com/v1/tracks/5JSVa5i6lFPoyOzK4gj0Ox,https://api.spotify.com/v1/audio-analysis/5JSVa5i6lFPoyOzK4gj0Ox,190894,4,Pop,2020-02-05,single
143,All of Me,John Legend,5824139,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2020-02-14,2020-02-21,GLB,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4,Soul and R&B,2013-08-30,album
144,SAD!,XXXTENTACION,5821835,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2020-02-14,2020-02-21,GLB,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606,4,Hip hop,2018-03-16,album
145,Si Te Vas,Sech,5817367,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,2020-02-14,2020-02-21,GLB,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-06,0.143,0.554,174.101,audio_features,6Y4PDQv4XjYjHLeLmvyOt0,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/tracks/6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/audio-analysis/6Y4PDQv4XjYjHLeLmvyOt0,204907,4,Latin,2019-09-26,single
146,Lights Up,Harry Styles,5813671,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,2020-02-14,2020-02-21,GLB,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,172213,4,Pop,2019-12-13,album
147,Trampoline (with ZAYN),SHAED,5806382,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI,2020-02-14,2020-02-21,GLB,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4,Pop,2019-12-27,album
148,SICKO MODE,Travis Scott,5792562,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2020-02-14,2020-02-21,GLB,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4,Hip hop,2018-08-03,album
149,Futsal Shuffle 2020,Lil Uzi Vert,5787259,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020-02-14,2020-02-21,GLB,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,198913,4,Hip hop,2019-12-12,single
150,Quizas,Rich Music LTD,5766674,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,2020-02-14,2020-02-21,GLB,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,audio_features,5Id5B3dxJZhPcV9GzgYZZe,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/tracks/5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/audio-analysis/5Id5B3dxJZhPcV9GzgYZZe,216067,4,Latin,2019-10-11,album
151,No Judgement,Niall Horan,5720641,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK,2020-02-14,2020-02-21,GLB,0.723,0.726,1,-3.835,0,0.0472,0.0564,0.000126,0.057,0.962,100.051,audio_features,5IUOU5xkzGHsRFOYNu3GSK,spotify:track:5IUOU5xkzGHsRFOYNu3GSK,https://api.spotify.com/v1/tracks/5IUOU5xkzGHsRFOYNu3GSK,https://api.spotify.com/v1/audio-analysis/5IUOU5xkzGHsRFOYNu3GSK,176283,4,Pop,2020-02-07,single
